incident_id,datetime,date,time,area,system,type_incident,duration_minutes,impact_brl,severity,status,recurrence_count,customer_id,latitude,longitude,year_month,significant_loss,month,year
INC00142,2024-07-02,2024-07-02,16:40:00,Cartões,Payment Gateway,Fraude,150,12791.37,Baixa,Aberto,2,CUST9835,-33.89501921224166,-51.10155326269074,2024-07,0,7,2024
INC00143,2024-12-28,2024-12-28,16:39:00,Pagamentos,Core Banking,Indisponibilidade,115,15699.8,Crítica,Aberto,4,CUST5721,-33.87363245414045,-51.14430438701393,2024-12,0,12,2024
INC00144,2024-08-07,2024-08-07,01:59:00,Canais Digitais,Payment Gateway,Erro,262,14833.82,Média,Aberto,3,CUST9408,-33.893499451058915,-51.13388820726545,2024-08,0,8,2024
INC00145,2024-07-26,2024-07-26,23:44:00,Pagamentos,Web Portal,Roubo,97,20330.15,Baixa,Fechado,3,CUST1195,-33.86311209083407,-51.16672294539509,2024-07,0,7,2024
INC00146,2024-01-27,2024-01-27,02:47:00,Fraudes,Web Portal,Roubo,17,9637.73,Baixa,Aberto,3,CUST4273,-33.81672249687726,-51.16178851354905,2024-01,0,1,2024
INC00147,2025-03-20,2025-03-20,05:18:00,Investimentos,Payment Gateway,Degradação,264,19063.1,Média,Em Análise,4,CUST6110,-33.86736797426784,-51.14055906161909,2025-03,0,3,2025
INC00148,2025-01-01,2025-01-01,06:09:00,Cartões,Mobile App,Roubo,430,1599.26,Média,Aberto,4,CUST8401,-33.82721658374206,-51.19302142159996,2025-01,0,1,2025
INC00149,2024-02-07,2024-02-07,08:31:00,Fraudes,Core Banking,Roubo,113,7535.31,Média,Fechado,4,CUST4212,-33.89060900351689,-51.17441171139553,2024-02,0,2,2024
INC00150,2024-07-22,2024-07-22,01:27:00,Fraudes,Core Banking,Roubo,334,25538.84,Baixa,Em Análise,0,CUST3755,-33.83406248125805,-51.18031882505397,2024-07,0,7,2024
INC00151,2025-10-25,2025-10-25,14:29:00,Canais Digitais,Web Portal,Erro,193,13117.73,Média,Aberto,4,CUST2521,-33.86832528167425,-51.198410660686,2025-10,0,10,2025
INC00152,2024-06-23,2024-06-23,04:28:00,Cartões,Payment Gateway,Roubo,99,12687.4,Média,Em Análise,3,CUST6674,-33.82502471213029,-51.14630987294796,2024-06,0,6,2024
INC00153,2024-04-15,2024-04-15,21:03:00,Canais Digitais,Core Banking,Roubo,109,32629.71,Crítica,Em Análise,1,CUST2080,-33.88637479859436,-51.14389471604761,2024-04,0,4,2024
INC00154,2024-12-23,2024-12-23,19:31:00,Cartões,Core Banking,Roubo,12,39792.35,Alta,Fechado,4,CUST6623,-33.81021166222355,-51.16160607769628,2024-12,1,12,2024
INC00155,2025-12-20,2025-12-20,03:49:00,Canais Digitais,Mobile App,Indisponibilidade,71,28880.27,Média,Fechado,1,CUST1721,-33.8757422797102,-51.17312725305352,2025-12,0,12,2025
INC00156,2024-06-25,2024-06-25,03:26:00,Pagamentos,Atm Network,Erro,195,15516.08,Média,Em Análise,3,CUST2562,-33.86468622067188,-51.13479401240054,2024-06,0,6,2024
INC00157,2025-05-05,2025-05-05,16:11:00,Investimentos,Web Portal,Degradação,370,12095.46,Baixa,Aberto,4,CUST1639,-33.804981928918195,-51.18653408386156,2025-05,0,5,2025
INC00158,2025-07-09,2025-07-09,21:16:00,Investimentos,Web Portal,Indisponibilidade,260,9974.75,Alta,Fechado,0,CUST5260,-33.84215176402691,-51.14813849683647,2025-07,0,7,2025
INC00159,2024-06-22,2024-06-22,09:53:00,Cartões,Atm Network,Fraude,13,20215.87,Baixa,Em Análise,0,CUST6190,-33.863422848103696,-51.12319260141894,2024-06,0,6,2024
INC00160,2025-06-15,2025-06-15,00:21:00,Crédito,Core Banking,Erro,121,7013.0,Baixa,Resolvido,1,CUST4736,-33.80503978529664,-51.18357020160475,2025-06,0,6,2025
INC00161,2024-09-25,2024-09-25,23:58:00,Fraudes,Mobile App,Erro,271,30814.13,Baixa,Resolvido,0,CUST8746,-33.867092258311,-51.12467404614042,2024-09,0,9,2024
INC00162,2025-04-06,2025-04-06,17:49:00,Fraudes,Mobile App,Fraude,103,23926.51,Alta,Fechado,0,CUST1089,-33.890512928732484,-51.12392054908466,2025-04,0,4,2025
INC00163,2025-04-07,2025-04-07,13:46:00,Cartões,Web Portal,Fraude,302,12676.6,Baixa,Aberto,0,CUST2251,-33.800315111214054,-51.19400733517696,2025-04,0,4,2025
INC00164,2025-01-26,2025-01-26,11:35:00,Canais Digitais,Mobile App,Fraude,401,12539.46,Baixa,Resolvido,3,CUST5703,-33.87321550794411,-51.19812156739128,2025-01,0,1,2025
INC00165,2024-03-06,2024-03-06,02:51:00,Crédito,Atm Network,Degradação,168,12468.45,Baixa,Resolvido,0,CUST1348,-33.81487421513004,-51.10260645940118,2024-03,0,3,2024
INC00166,2025-09-01,2025-09-01,11:06:00,Pagamentos,Core Banking,Roubo,380,13703.17,Baixa,Resolvido,2,CUST5052,-33.88344592051769,-51.18066173405012,2025-09,0,9,2025
INC00167,2024-08-22,2024-08-22,10:32:00,Canais Digitais,Atm Network,Erro,145,17704.71,Baixa,Aberto,4,CUST3941,-33.82686460282226,-51.11778607908999,2024-08,0,8,2024
INC00168,2024-05-16,2024-05-16,05:46:00,Canais Digitais,Payment Gateway,Roubo,272,18922.02,Alta,Aberto,0,CUST9437,-33.84755506055277,-51.14381493469547,2024-05,0,5,2024
INC00169,2024-01-30,2024-01-30,14:31:00,Cartões,Web Portal,Roubo,41,45056.15,Alta,Fechado,0,CUST1271,-33.80190934417099,-51.173552784246304,2024-01,1,1,2024
INC00170,2025-03-07,2025-03-07,18:10:00,Cartões,Mobile App,Fraude,78,17677.06,Baixa,Fechado,0,CUST3030,-33.84471696439076,-51.18700295633812,2025-03,0,3,2025
INC00171,2025-05-09,2025-05-09,22:25:00,Fraudes,Payment Gateway,Degradação,77,11533.71,Alta,Resolvido,2,CUST8836,-33.89749848481091,-51.15033227264223,2025-05,0,5,2025
INC00172,2024-01-13,2024-01-13,01:45:00,Cartões,Mobile App,Indisponibilidade,312,40866.16,Média,Aberto,0,CUST8041,-33.83961220103759,-51.159264518837055,2024-01,1,1,2024
INC00173,2025-01-08,2025-01-08,01:28:00,Cartões,Core Banking,Degradação,203,15660.91,Baixa,Em Análise,0,CUST6175,-33.88546835436634,-51.13011139148829,2025-01,0,1,2025
INC00174,2024-06-14,2024-06-14,03:16:00,Cartões,Core Banking,Roubo,134,928.71,Média,Resolvido,4,CUST2126,-33.82014590847179,-51.10958314504523,2024-06,0,6,2024
INC00175,2025-04-15,2025-04-15,02:12:00,Fraudes,Core Banking,Degradação,250,47200.0,Crítica,Fechado,2,CUST5379,-33.81434318035101,-51.11947519130366,2025-04,1,4,2025
INC00176,2024-05-07,2024-05-07,08:38:00,Pagamentos,Mobile App,Fraude,316,7557.1,Baixa,Aberto,2,CUST9708,-33.85179064812053,-51.17255479497952,2024-05,0,5,2024
INC00177,2025-05-19,2025-05-19,14:54:00,Pagamentos,Payment Gateway,Indisponibilidade,64,22294.59,Baixa,Fechado,0,CUST9052,-33.82167785429477,-51.11210667815477,2025-05,0,5,2025
INC00178,2024-10-09,2024-10-09,10:51:00,Cartões,Core Banking,Fraude,283,14549.71,Alta,Fechado,2,CUST1611,-33.885488926451835,-51.11666086858954,2024-10,0,10,2024
INC00179,2025-11-14,2025-11-14,01:46:00,Fraudes,Payment Gateway,Indisponibilidade,107,16291.25,Média,Aberto,1,CUST1749,-33.850792181346435,-51.10708637662783,2025-11,0,11,2025
INC00180,2024-04-10,2024-04-10,13:19:00,Pagamentos,Mobile App,Roubo,300,8589.37,Baixa,Resolvido,2,CUST2856,-33.86060557353094,-51.1541339178962,2024-04,0,4,2024
INC00181,2024-09-05,2024-09-05,21:10:00,Canais Digitais,Payment Gateway,Indisponibilidade,324,6856.19,Média,Aberto,2,CUST9591,-33.83886826129469,-51.12314248275906,2024-09,0,9,2024
INC00182,2024-03-23,2024-03-23,02:16:00,Pagamentos,Mobile App,Indisponibilidade,345,31866.83,Média,Resolvido,2,CUST2526,-33.895552281119684,-51.14083419344764,2024-03,0,3,2024
INC00183,2025-11-06,2025-11-06,11:55:00,Pagamentos,Mobile App,Indisponibilidade,155,16724.82,Alta,Fechado,3,CUST7229,-33.82478771617514,-51.168949724745055,2025-11,0,11,2025
INC00184,2025-10-02,2025-10-02,20:46:00,Fraudes,Web Portal,Degradação,161,13726.47,Média,Aberto,3,CUST9511,-33.89208707105253,-51.100556899745726,2025-10,0,10,2025
INC00185,2024-07-07,2024-07-07,15:36:00,Canais Digitais,Mobile App,Degradação,210,13934.49,Baixa,Em Análise,3,CUST9527,-33.83435284824698,-51.19616925331604,2024-07,0,7,2024
INC00186,2025-04-26,2025-04-26,19:05:00,Fraudes,Mobile App,Roubo,478,33629.96,Média,Resolvido,2,CUST3098,-33.898154277446004,-51.1837727427441,2025-04,0,4,2025
INC00187,2025-08-19,2025-08-19,18:56:00,Cartões,Atm Network,Indisponibilidade,183,7635.25,Média,Em Análise,1,CUST8865,-33.816811193624325,-51.11074576374681,2025-08,0,8,2025
INC00188,2025-02-09,2025-02-09,04:02:00,Investimentos,Core Banking,Erro,201,41108.53,Baixa,Resolvido,2,CUST1173,-33.88253003697762,-51.19394371565874,2025-02,1,2,2025
INC00189,2025-01-21,2025-01-21,00:57:00,Pagamentos,Web Portal,Roubo,227,19720.65,Média,Aberto,0,CUST1500,-33.8484502524023,-51.11131793326565,2025-01,0,1,2025
INC00190,2024-06-25,2024-06-25,05:14:00,Investimentos,Web Portal,Indisponibilidade,93,12330.58,Alta,Em Análise,1,CUST4646,-33.873850709627234,-51.12847785239418,2024-06,0,6,2024
INC00191,2024-03-08,2024-03-08,01:34:00,Fraudes,Web Portal,Indisponibilidade,291,10461.09,Baixa,Aberto,3,CUST7219,-33.82773527979389,-51.19633159946055,2024-03,0,3,2024
INC00192,2025-10-16,2025-10-16,16:24:00,Fraudes,Atm Network,Degradação,438,9515.34,Média,Resolvido,4,CUST3363,-33.86786488998103,-51.15706799571458,2025-10,0,10,2025
INC00193,2025-10-19,2025-10-19,23:11:00,Fraudes,Mobile App,Roubo,280,9169.1,Baixa,Resolvido,1,CUST8540,-33.827539080641166,-51.124552852499775,2025-10,0,10,2025
INC00194,2025-04-07,2025-04-07,17:14:00,Investimentos,Core Banking,Indisponibilidade,240,27589.72,Baixa,Resolvido,3,CUST2896,-33.87151287931645,-51.14168997153692,2025-04,0,4,2025
INC00195,2024-09-04,2024-09-04,11:15:00,Fraudes,Payment Gateway,Indisponibilidade,187,6128.88,Baixa,Resolvido,1,CUST6759,-33.82475269090642,-51.10641287080355,2024-09,0,9,2024
INC00196,2024-09-11,2024-09-11,07:59:00,Cartões,Mobile App,Roubo,213,14579.96,Baixa,Fechado,1,CUST2778,-33.89693945036631,-51.113235596708805,2024-09,0,9,2024
INC00197,2025-06-13,2025-06-13,13:24:00,Fraudes,Atm Network,Erro,134,18831.15,Alta,Resolvido,2,CUST4057,-33.87166886646261,-51.166735236466586,2025-06,0,6,2025
INC00198,2025-10-16,2025-10-16,16:28:00,Crédito,Mobile App,Roubo,157,7368.01,Baixa,Em Análise,0,CUST6190,-33.85013664935597,-51.191537280448,2025-10,0,10,2025
INC00199,2025-10-09,2025-10-09,20:07:00,Investimentos,Mobile App,Roubo,17,4832.08,Média,Resolvido,4,CUST7997,-33.89549404180803,-51.10557429603544,2025-10,0,10,2025
INC00200,2025-07-23,2025-07-23,14:26:00,Crédito,Atm Network,Erro,126,1992.8,Baixa,Aberto,3,CUST5747,-33.88139659386287,-51.14827132322321,2025-07,0,7,2025
INC00201,2025-04-13,2025-04-13,13:49:00,Fraudes,Web Portal,Roubo,363,18409.03,Crítica,Fechado,1,CUST1045,-33.80654630183588,-51.19256023756281,2025-04,0,4,2025
INC00202,2024-03-02,2024-03-02,19:06:00,Cartões,Web Portal,Indisponibilidade,224,2909.13,Média,Em Análise,4,CUST8758,-33.80231657348198,-51.11834243866407,2024-03,0,3,2024
INC00203,2024-04-27,2024-04-27,02:28:00,Pagamentos,Core Banking,Roubo,110,51624.81,Média,Fechado,1,CUST8053,-33.82602500526095,-51.113149352931465,2024-04,1,4,2024
INC00204,2025-10-17,2025-10-17,11:52:00,Canais Digitais,Core Banking,Erro,379,22186.67,Baixa,Fechado,0,CUST4201,-33.87477999493831,-51.136057535982346,2025-10,0,10,2025
INC00205,2025-03-18,2025-03-18,23:59:00,Canais Digitais,Web Portal,Fraude,74,11498.47,Baixa,Fechado,4,CUST1455,-33.8739482554564,-51.155249103431366,2025-03,0,3,2025
INC00206,2024-01-07,2024-01-07,02:19:00,Fraudes,Payment Gateway,Roubo,199,11508.25,Baixa,Aberto,3,CUST3924,-33.83542096422049,-51.13378269876765,2024-01,0,1,2024
INC00207,2024-03-15,2024-03-15,13:14:00,Cartões,Mobile App,Degradação,190,18725.53,Alta,Fechado,1,CUST8798,-33.88824003834013,-51.12933163042949,2024-03,0,3,2024
INC00208,2025-04-29,2025-04-29,13:06:00,Investimentos,Payment Gateway,Indisponibilidade,103,11938.14,Baixa,Fechado,0,CUST1965,-33.80516906195696,-51.11069700419141,2025-04,0,4,2025
INC00209,2024-01-04,2024-01-04,16:43:00,Crédito,Mobile App,Indisponibilidade,86,2433.7,Média,Resolvido,4,CUST5964,-33.87751871004898,-51.104413831962525,2024-01,0,1,2024
INC00210,2024-04-27,2024-04-27,19:35:00,Crédito,Web Portal,Degradação,79,3860.97,Média,Aberto,1,CUST2528,-33.80003643745745,-51.14856790676091,2024-04,0,4,2024
INC00211,2025-02-04,2025-02-04,08:37:00,Crédito,Core Banking,Degradação,378,31452.16,Baixa,Em Análise,1,CUST3976,-33.850426620469754,-51.12015054664735,2025-02,0,2,2025
INC00212,2025-05-20,2025-05-20,15:56:00,Investimentos,Core Banking,Roubo,344,10702.12,Média,Em Análise,3,CUST4071,-33.8228570011007,-51.10354904440084,2025-05,0,5,2025
INC00213,2025-04-20,2025-04-20,21:53:00,Canais Digitais,Payment Gateway,Degradação,196,15770.29,Média,Em Análise,0,CUST5869,-33.899781590549445,-51.184875666185306,2025-04,0,4,2025
INC00214,2024-06-12,2024-06-12,20:52:00,Cartões,Core Banking,Fraude,329,29424.63,Média,Aberto,2,CUST7387,-33.81112535952483,-51.19817320183903,2024-06,0,6,2024
INC00215,2025-06-03,2025-06-03,01:23:00,Investimentos,Web Portal,Erro,471,9898.65,Baixa,Em Análise,1,CUST3521,-33.87299979552194,-51.11310362271517,2025-06,0,6,2025
INC00216,2024-06-22,2024-06-22,07:10:00,Crédito,Payment Gateway,Degradação,218,2215.35,Baixa,Aberto,4,CUST7525,-33.83320632554519,-51.180472666675286,2024-06,0,6,2024
INC00217,2024-08-25,2024-08-25,12:16:00,Fraudes,Mobile App,Degradação,319,16568.96,Baixa,Resolvido,3,CUST2126,-33.81936447192064,-51.19575212333682,2024-08,0,8,2024
INC00218,2025-06-28,2025-06-28,07:20:00,Pagamentos,Core Banking,Fraude,448,19263.07,Alta,Resolvido,3,CUST7632,-33.883585225944095,-51.18399038623426,2025-06,0,6,2025
INC00219,2025-04-19,2025-04-19,17:29:00,Investimentos,Atm Network,Indisponibilidade,471,7587.93,Média,Aberto,1,CUST6773,-33.85574905186707,-51.16158850887562,2025-04,0,4,2025
INC00220,2025-09-11,2025-09-11,17:45:00,Investimentos,Core Banking,Indisponibilidade,386,5399.9,Baixa,Em Análise,1,CUST8716,-33.85061640593481,-51.17807342984074,2025-09,0,9,2025
INC00221,2025-04-25,2025-04-25,14:30:00,Cartões,Mobile App,Roubo,371,30601.54,Alta,Aberto,1,CUST4404,-33.86878805346608,-51.16947463708996,2025-04,0,4,2025
INC00222,2025-02-18,2025-02-18,05:31:00,Cartões,Payment Gateway,Fraude,322,22075.61,Baixa,Aberto,2,CUST5492,-33.8518244170271,-51.102470594857,2025-02,0,2,2025
INC00223,2024-03-09,2024-03-09,10:44:00,Investimentos,Mobile App,Erro,148,10222.74,Alta,Fechado,1,CUST3343,-33.86824543423447,-51.12955944558375,2024-03,0,3,2024
INC00224,2024-09-25,2024-09-25,00:59:00,Crédito,Atm Network,Erro,388,4952.88,Crítica,Aberto,0,CUST1106,-33.86392522549448,-51.12878082717468,2024-09,0,9,2024
INC00225,2024-07-12,2024-07-12,05:40:00,Pagamentos,Web Portal,Fraude,220,24973.45,Alta,Fechado,4,CUST4154,-33.83306688212972,-51.19053146252721,2024-07,0,7,2024
INC00226,2024-06-27,2024-06-27,07:10:00,Cartões,Core Banking,Erro,365,13040.42,Alta,Resolvido,1,CUST5053,-33.8367406731695,-51.12679016301773,2024-06,0,6,2024
INC00227,2025-12-11,2025-12-11,21:50:00,Crédito,Payment Gateway,Indisponibilidade,328,6919.43,Baixa,Fechado,2,CUST5801,-33.87677342742025,-51.12606556670447,2025-12,0,12,2025
INC00228,2024-10-13,2024-10-13,23:40:00,Fraudes,Web Portal,Erro,19,23382.85,Baixa,Aberto,4,CUST7139,-33.81025171152046,-51.13402549815934,2024-10,0,10,2024
INC00229,2025-10-13,2025-10-13,16:11:00,Cartões,Mobile App,Erro,221,13952.44,Média,Resolvido,3,CUST6580,-33.81372114543286,-51.17715637040021,2025-10,0,10,2025
INC00230,2025-04-05,2025-04-05,13:31:00,Crédito,Payment Gateway,Fraude,443,19994.56,Baixa,Fechado,1,CUST1214,-33.849091669331,-51.157696382091785,2025-04,0,4,2025
INC00231,2025-08-03,2025-08-03,14:15:00,Crédito,Web Portal,Fraude,39,23477.34,Baixa,Aberto,4,CUST6400,-33.856674925730424,-51.11537235453304,2025-08,0,8,2025
INC00232,2025-01-01,2025-01-01,21:21:00,Pagamentos,Payment Gateway,Erro,187,2786.37,Média,Resolvido,3,CUST7875,-33.86231440170159,-51.13297983706594,2025-01,0,1,2025
INC00233,2025-02-25,2025-02-25,19:32:00,Pagamentos,Atm Network,Degradação,274,6437.12,Baixa,Fechado,2,CUST5289,-33.82927320813335,-51.12672311650001,2025-02,0,2,2025
INC00234,2024-12-25,2024-12-25,09:39:00,Fraudes,Atm Network,Fraude,437,28387.94,Alta,Aberto,0,CUST5253,-33.83283339427905,-51.14126255998743,2024-12,0,12,2024
INC00235,2024-05-22,2024-05-22,17:59:00,Crédito,Core Banking,Roubo,471,21742.51,Alta,Aberto,1,CUST9656,-33.8803819393062,-51.15504134008882,2024-05,0,5,2024
INC00236,2025-06-11,2025-06-11,00:01:00,Canais Digitais,Core Banking,Roubo,362,29945.67,Alta,Em Análise,0,CUST7247,-33.83285419686996,-51.12409479899329,2025-06,0,6,2025
INC00237,2024-07-23,2024-07-23,00:32:00,Crédito,Atm Network,Indisponibilidade,104,8622.94,Média,Em Análise,2,CUST7177,-33.87475688058979,-51.193207418563375,2024-07,0,7,2024
INC00238,2024-01-18,2024-01-18,08:12:00,Pagamentos,Payment Gateway,Erro,11,14633.2,Alta,Fechado,4,CUST8269,-33.89814416634765,-51.13268392672197,2024-01,0,1,2024
INC00239,2025-04-16,2025-04-16,00:12:00,Canais Digitais,Atm Network,Degradação,34,15198.77,Alta,Fechado,4,CUST3372,-33.83007913224626,-51.10027954921493,2025-04,0,4,2025
INC00240,2024-05-09,2024-05-09,19:25:00,Cartões,Core Banking,Indisponibilidade,471,20385.69,Média,Fechado,2,CUST7834,-33.83552063975392,-51.1219808070532,2024-05,0,5,2024
INC00241,2025-11-17,2025-11-17,21:38:00,Cartões,Atm Network,Erro,309,20018.91,Baixa,Aberto,2,CUST9783,-33.858919073762564,-51.170943648842254,2025-11,0,11,2025
INC00242,2025-11-27,2025-11-27,01:37:00,Investimentos,Atm Network,Fraude,477,26983.03,Alta,Fechado,1,CUST7617,-33.84743139440805,-51.172218050529466,2025-11,0,11,2025
INC00243,2025-10-29,2025-10-29,06:25:00,Pagamentos,Payment Gateway,Roubo,148,14690.39,Alta,Aberto,3,CUST6150,-33.80528308082942,-51.13327813894065,2025-10,0,10,2025
INC00244,2024-09-27,2024-09-27,13:57:00,Investimentos,Web Portal,Degradação,115,25220.52,Baixa,Fechado,0,CUST9102,-33.84047998190945,-51.11041457429915,2024-09,0,9,2024
INC00245,2024-01-12,2024-01-12,17:14:00,Canais Digitais,Core Banking,Roubo,236,27946.71,Baixa,Aberto,0,CUST5158,-33.83421160646635,-51.14220502591522,2024-01,0,1,2024
INC00246,2025-11-08,2025-11-08,01:41:00,Pagamentos,Payment Gateway,Fraude,183,14608.51,Média,Aberto,4,CUST8727,-33.89360886790509,-51.147259771283,2025-11,0,11,2025
INC00247,2024-11-08,2024-11-08,22:43:00,Fraudes,Atm Network,Erro,76,11307.57,Baixa,Em Análise,4,CUST6206,-33.88340055393249,-51.18396158661564,2024-11,0,11,2024
INC00248,2025-12-06,2025-12-06,16:39:00,Crédito,Atm Network,Fraude,214,16607.07,Alta,Resolvido,1,CUST1303,-33.86990477235884,-51.12845430446402,2025-12,0,12,2025
INC00249,2025-12-04,2025-12-04,10:02:00,Fraudes,Web Portal,Fraude,224,21926.72,Crítica,Aberto,2,CUST1333,-33.846062068197185,-51.12977013803621,2025-12,0,12,2025
INC00250,2025-09-14,2025-09-14,05:08:00,Canais Digitais,Core Banking,Roubo,84,84339.94,Baixa,Fechado,0,CUST5506,-33.822340910401664,-51.10330486076661,2025-09,1,9,2025
INC00251,2024-08-02,2024-08-02,05:08:00,Pagamentos,Core Banking,Degradação,87,17184.35,Média,Em Análise,1,CUST3331,-33.86787591222114,-51.16998078156944,2024-08,0,8,2024
INC00252,2024-10-08,2024-10-08,06:30:00,Canais Digitais,Mobile App,Fraude,46,8868.31,Baixa,Fechado,4,CUST5561,-33.86436175695212,-51.12435545236325,2024-10,0,10,2024
INC00253,2025-09-13,2025-09-13,08:49:00,Crédito,Core Banking,Roubo,277,1825.82,Média,Fechado,4,CUST1079,-33.87438491148262,-51.15659347388024,2025-09,0,9,2025
INC00254,2024-08-19,2024-08-19,11:07:00,Cartões,Web Portal,Degradação,195,27795.54,Baixa,Aberto,0,CUST4763,-33.874539067070465,-51.14415272083839,2024-08,0,8,2024
INC00255,2024-05-03,2024-05-03,07:49:00,Cartões,Mobile App,Erro,177,4607.47,Média,Aberto,4,CUST6196,-33.80511361541052,-51.11835461443994,2024-05,0,5,2024
INC00256,2025-02-10,2025-02-10,19:46:00,Canais Digitais,Mobile App,Erro,465,73013.51,Baixa,Resolvido,4,CUST1732,-33.83645428203811,-51.1778004954981,2025-02,1,2,2025
INC00257,2025-11-14,2025-11-14,06:10:00,Investimentos,Atm Network,Indisponibilidade,11,21251.1,Baixa,Aberto,3,CUST4976,-33.88440987564601,-51.16571312604726,2025-11,0,11,2025
INC00258,2025-05-23,2025-05-23,19:15:00,Pagamentos,Atm Network,Roubo,159,50718.54,Baixa,Aberto,2,CUST6659,-33.82777514219157,-51.12266913298024,2025-05,1,5,2025
INC00259,2025-02-20,2025-02-20,03:05:00,Pagamentos,Core Banking,Degradação,14,28921.77,Baixa,Resolvido,4,CUST2384,-33.827797885664,-51.14295420847122,2025-02,0,2,2025
INC00260,2024-03-11,2024-03-11,21:25:00,Cartões,Mobile App,Fraude,38,13745.33,Média,Fechado,3,CUST3124,-33.83335298039463,-51.1907577083095,2024-03,0,3,2024
INC00261,2025-03-24,2025-03-24,02:40:00,Fraudes,Atm Network,Erro,40,20650.08,Baixa,Resolvido,1,CUST7652,-33.88652795549093,-51.15698141332215,2025-03,0,3,2025
INC00262,2025-12-23,2025-12-23,09:13:00,Crédito,Web Portal,Degradação,413,7051.79,Média,Resolvido,4,CUST6283,-33.85920085165304,-51.1413366687027,2025-12,0,12,2025
INC00263,2024-04-12,2024-04-12,10:17:00,Fraudes,Atm Network,Roubo,10,13461.62,Alta,Resolvido,1,CUST8176,-33.889324366950554,-51.10904826835549,2024-04,0,4,2024
INC00264,2025-01-13,2025-01-13,21:11:00,Fraudes,Atm Network,Indisponibilidade,412,21468.53,Alta,Em Análise,4,CUST7605,-33.818337949590784,-51.18115119500614,2025-01,0,1,2025
INC00265,2025-10-02,2025-10-02,22:11:00,Canais Digitais,Mobile App,Erro,406,3231.84,Alta,Fechado,0,CUST6707,-33.834482785682205,-51.11940470316225,2025-10,0,10,2025
INC00266,2025-06-24,2025-06-24,12:24:00,Cartões,Mobile App,Degradação,219,11981.64,Alta,Em Análise,3,CUST3292,-33.849279606323215,-51.186937551692345,2025-06,0,6,2025
INC00267,2025-05-23,2025-05-23,12:50:00,Cartões,Payment Gateway,Degradação,138,26940.88,Baixa,Em Análise,3,CUST9376,-33.86569845234994,-51.175776433992425,2025-05,0,5,2025
INC00268,2025-05-27,2025-05-27,18:54:00,Cartões,Web Portal,Degradação,289,21144.56,Baixa,Aberto,0,CUST1997,-33.88157505255055,-51.17566561165099,2025-05,0,5,2025
INC00269,2024-09-19,2024-09-19,13:35:00,Canais Digitais,Mobile App,Roubo,130,6141.06,Média,Resolvido,2,CUST5664,-33.88935524111669,-51.11225208040912,2024-09,0,9,2024
INC00270,2024-08-02,2024-08-02,12:07:00,Investimentos,Core Banking,Roubo,413,35167.46,Alta,Resolvido,3,CUST3357,-33.803075939246305,-51.18009823079851,2024-08,0,8,2024
INC00271,2025-08-13,2025-08-13,22:52:00,Fraudes,Web Portal,Roubo,443,16989.78,Crítica,Em Análise,1,CUST6491,-33.8800351358044,-51.12130392730146,2025-08,0,8,2025
INC00272,2025-08-14,2025-08-14,22:31:00,Canais Digitais,Web Portal,Fraude,341,8173.58,Baixa,Aberto,3,CUST2679,-33.89401253732786,-51.15381934659804,2025-08,0,8,2025
INC00273,2025-09-24,2025-09-24,18:43:00,Pagamentos,Mobile App,Degradação,178,3208.11,Baixa,Aberto,2,CUST6715,-33.80383332278175,-51.10009092322027,2025-09,0,9,2025
INC00274,2025-10-28,2025-10-28,17:05:00,Crédito,Web Portal,Erro,156,32025.58,Baixa,Aberto,1,CUST5886,-33.84510482586421,-51.11609085013479,2025-10,0,10,2025
INC00275,2025-01-08,2025-01-08,17:18:00,Investimentos,Mobile App,Roubo,335,34593.8,Média,Fechado,1,CUST8440,-33.820334326500884,-51.12602968655522,2025-01,0,1,2025
INC00276,2025-01-01,2025-01-01,21:36:00,Pagamentos,Atm Network,Roubo,30,24885.55,Média,Em Análise,0,CUST7821,-33.89562341528017,-51.112927369334784,2025-01,0,1,2025
INC00277,2025-08-05,2025-08-05,23:40:00,Fraudes,Payment Gateway,Degradação,387,15431.41,Baixa,Fechado,4,CUST4527,-33.84330541425203,-51.136596960739496,2025-08,0,8,2025
INC00278,2025-04-19,2025-04-19,02:27:00,Cartões,Atm Network,Roubo,119,19684.46,Baixa,Aberto,0,CUST7813,-33.8601790035882,-51.11563477434715,2025-04,0,4,2025
INC00279,2025-05-27,2025-05-27,09:50:00,Fraudes,Mobile App,Fraude,386,26211.68,Média,Aberto,4,CUST3745,-33.822803556565006,-51.173887315263855,2025-05,0,5,2025
INC00280,2025-08-03,2025-08-03,02:28:00,Canais Digitais,Mobile App,Fraude,288,9753.05,Média,Aberto,0,CUST5090,-33.896157435436095,-51.19022967888989,2025-08,0,8,2025
INC00281,2025-10-11,2025-10-11,21:14:00,Crédito,Atm Network,Roubo,391,11032.6,Baixa,Resolvido,4,CUST7158,-33.859830943143834,-51.13840679929133,2025-10,0,10,2025
INC00282,2024-09-03,2024-09-03,00:06:00,Canais Digitais,Core Banking,Degradação,79,18449.99,Alta,Em Análise,3,CUST9561,-33.82009265805138,-51.15653096073364,2024-09,0,9,2024
INC00283,2024-10-01,2024-10-01,11:48:00,Investimentos,Core Banking,Degradação,170,9398.04,Média,Resolvido,1,CUST8471,-33.84773027353616,-51.15735592047076,2024-10,0,10,2024
